Child Mortality (CHMORT) - Probability of dying in children between the exact ages of 1 and 5 (probability),,,,,,,,,,,,,,,,,,,,,,,
"Source: United Nations, Department of Economic and Social Affairs, Population Division. (2012). World Population Prospects DEMOBASE",,,,,,,,,,,,,,,,,,,,,,,
Notes: NA = Not Applicable,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Hong Kong,0.002003893,0.001886422,0.001770808,0.001659063,0.001553594,0.001465014,0.00140291,0.001372974,0.001374962,0.001403419,0.001448647,0.001495922,0.001531515,0.001543728,0.001529121,0.001483764,0.001411734,0.001321532,0.001226324,0.001128854,0.001038261,0.000957535,0.000889848
Hungary,0.002051039,0.002007852,0.001965094,0.001924212,0.001883504,0.001841094,0.00179268,0.001737327,0.00167213,0.001599003,0.001519521,0.001437743,0.001356174,0.001279551,0.001211024,0.001151881,0.001103483,0.001063894,0.001032951,0.001008382,0.000989468,0.000975484,0.000964581
Iceland,0.001151623,0.001142512,0.001142326,0.001154089,0.0011726,0.001189449,0.00119237,0.001173294,0.001129685,0.001063527,0.000984709,0.000906464,0.000843101,0.000804166,0.000792118,0.0008039,0.000831597,0.00086204,0.000888127,0.000903308,0.000905827,0.000897136,0.000881296
India,0.037070331,0.035934945,0.034723841,0.033451756,0.032124818,0.030751476,0.029340079,0.027909439,0.026475177,0.025056048,0.02365413,0.022269339,0.020904553,0.019570353,0.018291967,0.017104192,0.016045277,0.015133251,0.014374657,0.013761232,0.013275237,0.012881627,0.012540332
Indonesia,0.017169071,0.01620982,0.015305117,0.014452045,0.013645304,0.012881503,0.012160482,0.01148095,0.010838959,0.010232736,0.009657913,0.009111368,0.008591708,0.008100717,0.007636347,0.007205129,0.006810908,0.006458674,0.00614749,0.005874357,0.005635718,0.005423322,0.005230511
Iran,0.015679047,0.015474408,0.015260464,0.015069903,0.014889864,0.014695273,0.014455777,0.01414585,0.013750512,0.013268381,0.012699011,0.012053764,0.011361294,0.010650621,0.009947307,0.009274744,0.008654176,0.008092116,0.007592815,0.007158117,0.006783805,0.006458402,0.006164259
Iraq,0.012285746,0.011984178,0.011656409,0.011294203,0.010886512,0.010437509,0.009961132,0.009485639,0.009027105,0.008590563,0.008168574,0.00774647,0.007311962,0.006860388,0.006398827,0.005944954,0.005522531,0.005151705,0.004846025,0.00460711,0.004431053,0.004306718,0.004211472
Ireland,0.001500152,0.001432834,0.001379076,0.001337401,0.001306841,0.001282472,0.001259788,0.001234925,0.00120597,0.001169343,0.001126477,0.001078228,0.00102776,0.000979315,0.000933578,0.000890611,0.000850594,0.000812247,0.000777031,0.000742759,0.000710594,0.000679687,0.000651282
Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,0.001894,0.001827097,0.001762667,0.001702016,0.001642486,0.00158666,0.001532159,0.001479136,0.001428405,0.001378649,0.001330106,0.001283117,0.001237073,0.001192858,0.001149626,0.001108697,0.001069073,0.001031462,0.000994712,0.000960571,0.00092788,0.000898115,0.000870978
Italy,0.001295446,0.001275937,0.001255541,0.001229665,0.001195797,0.001152802,0.001101359,0.001046445,0.000988807,0.000932458,0.000878415,0.000828508,0.000782308,0.000741671,0.000705291,0.000672901,0.000644903,0.000618869,0.000595256,0.000571621,0.000549356,0.000527063,0.000505768
Jamaica,0.006010466,0.005977733,0.005950082,0.005928096,0.005907386,0.005887077,0.005867418,0.005845084,0.005819325,0.005784267,0.005731596,0.005654076,0.005547887,0.005414707,0.005257419,0.005081668,0.004898459,0.004716788,0.004546414,0.004393283,0.004259156,0.004144494,0.00404337
Japan,0.001751868,0.00172123,0.00169333,0.001664372,0.001633197,0.001594405,0.001545608,0.001488986,0.001423575,0.00135189,0.001277259,0.001204953,0.001137269,0.001079468,0.001030316,0.000991808,0.000960067,0.000933185,0.000907433,0.00088237,0.000856825,0.000830201,0.000804684
Jordan,0.005675241,0.005467172,0.005297259,0.005150006,0.005012284,0.004875308,0.004735812,0.004596029,0.004459046,0.004322585,0.004183943,0.004041956,0.00389858,0.003756629,0.003616291,0.003480942,0.003353167,0.003235925,0.003129548,0.003034338,0.002949209,0.002872672,0.002801622
Kazakhstan,0.010925015,0.010606486,0.010441183,0.010423948,0.010520423,0.010643293,0.010681586,0.010546752,0.010196094,0.009632331,0.008910954,0.008123058,0.007381285,0.006770767,0.006323974,0.006043599,0.005901768,0.005829917,0.005773954,0.00571137,0.005632245,0.005535695,0.005435939
Kenya,0.039417356,0.039485771,0.039680773,0.039994346,0.040379977,0.040758872,0.041042785,0.041157029,0.041051016,0.040702284,0.040113707,0.039322598,0.038400727,0.037414536,0.036391882,0.035347773,0.034276479,0.033166266,0.032016296,0.030843353,0.029670169,0.028518614,0.027404725
Kiribati,0.027201244,0.026154612,0.02510962,0.024027862,0.022901231,0.021738373,0.020566591,0.019427219,0.018349738,0.017345182,0.016415728,0.01555141,0.014735254,0.013950508,0.013193721,0.012462893,0.011759994,0.011088509,0.010453071,0.009854779,0.009293139,0.008770461,0.008283797
Kuwait,0.004097045,0.003969426,0.003863872,0.003775128,0.003696078,0.003623508,0.003552769,0.003485679,0.003420142,0.00335482,0.003288381,0.00322151,0.003155581,0.003091909,0.00302951,0.00296935,0.00291115,0.00285554,0.002801212,0.002748788,0.002696038,0.002643986,0.00259136
Kyrgyzstan,0.013185374,0.013158575,0.013072353,0.0128782,0.01256197,0.012118908,0.011567685,0.010962261,0.010361803,0.009801694,0.009334764,0.009006372,0.00882571,0.008785902,0.00886925,0.009035929,0.009229897,0.009394898,0.009486082,0.009483931,0.009387007,0.009213586,0.009005583
Laos,0.047708702,0.044941804,0.042162632,0.039392281,0.036665253,0.034009983,0.031451766,0.02900373,0.026681562,0.024504069,0.022477896,0.020603717,0.018869882,0.017266341,0.015796048,0.014472715,0.013311493,0.012313407,0.011466134,0.010747623,0.010124696,0.009561236,0.009022324
Latvia,0.003942172,0.0039272,0.003918554,0.003897174,0.003851761,0.003775306,0.00366033,0.003515087,0.003345483,0.00315594,0.002950187,0.002735299,0.002516501,0.002303624,0.002103857,0.001924331,0.001771753,0.001645894,0.001546355,0.001471764,0.001420018,0.001384971,0.001360423
Lebanon,0.005829865,0.00547168,0.00511237,0.004753613,0.00439957,0.004058031,0.003733308,0.003430012,0.003151681,0.002900313,0.002675566,0.002475213,0.002296298,0.002133872,0.001986798,0.001854751,0.001739889,0.001640394,0.001557617,0.001489418,0.001432925,0.001384887,0.001343616
Lesotho,0.03101805,0.029062606,0.027556058,0.026628841,0.026317494,0.026620709,0.027471688,0.028676591,0.030027423,0.031381872,0.032596746,0.033562283,0.034241831,0.034605146,0.034606711,0.034207892,0.033401459,0.032261465,0.030875791,0.029316757,0.027661975,0.025987912,0.024350731
Liberia,0.095425606,0.094954934,0.093676747,0.091552586,0.08857933,0.084795825,0.08030133,0.075330173,0.070125224,0.0648614,0.05967192,0.054638293,0.049804162,0.045238304,0.041040842,0.03733052,0.034200167,0.031638303,0.029604621,0.028056471,0.026919665,0.026094373,0.025453115
Libya,0.007635051,0.007161007,0.006711586,0.006291912,0.005900475,0.005533936,0.005190966,0.004871714,0.004574723,0.004298959,0.004042249,0.003804418,0.003584864,0.003384377,0.003201758,0.003041235,0.002903423,0.002789104,0.002697353,0.002624869,0.00256507,0.002513269,0.002461806
Liechtenstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,0.003419063,0.003301671,0.003192644,0.003089891,0.002991285,0.002896234,0.002805874,0.00271842,0.002631733,0.002543625,0.002447832,0.002339713,0.002215675,0.002078905,0.001932119,0.001783547,0.001644714,0.001523324,0.001425682,0.001354217,0.00130776,0.001280887,0.001266122
Luxembourg,0.001521497,0.001513234,0.001509564,0.001500816,0.001483943,0.001455036,0.001414578,0.00136875,0.00132161,0.001275793,0.001230755,0.001186502,0.001145552,0.001108597,0.001075078,0.00105019,0.001035473,0.001032377,0.001039029,0.001054012,0.001073066,0.001090679,0.001101923
Macao,0.004010308,0.003830906,0.003660339,0.003497075,0.003340749,0.003192629,0.003049692,0.00291429,0.002784204,0.002660561,0.002542739,0.002429632,0.002322744,0.002219375,0.002121493,0.002027388,0.001936819,0.001848029,0.001761081,0.001677619,0.001597726,0.001521704,0.001451453
Macedonia,0.00349102,0.003287738,0.003053349,0.002789925,0.002503608,0.002202216,0.001901145,0.001614876,0.001356641,0.001134603,0.000955367,0.000822244,0.000725606,0.000657155,0.000614538,0.000589699,0.000578473,0.000574015,0.000571662,0.000568051,0.000560782,0.000550204,0.000536813
Madagascar,0.065208026,0.062641439,0.059747987,0.056682535,0.053539246,0.050397065,0.047308186,0.044298872,0.04139998,0.03865666,0.036102484,0.033755348,0.03160082,0.029626175,0.027830689,0.026217987,0.024785638,0.02351492,0.022379299,0.021355482,0.020413726,0.019526542,0.018674486
Malawi,0.098561661,0.094378836,0.090323978,0.086538402,0.083072518,0.079912079,0.076979818,0.074140215,0.07128731,0.068389971,0.065434562,0.062430703,0.059435325,0.056500898,0.053656849,0.050933831,0.048354418,0.045928324,0.043659791,0.041553907,0.039612352,0.03782748,0.036179037
Malaysia,0.004280071,0.004024496,0.003783094,0.003557976,0.003344495,0.003144797,0.002958934,0.002784585,0.002621769,0.002468,0.002320351,0.002176,0.002032198,0.001889613,0.001749006,0.001614155,0.00149006,0.001379623,0.001287253,0.001211012,0.001149034,0.001100079,0.001058268
Maldives,0.031789312,0.029961596,0.028175677,0.026391568,0.024572908,0.022678192,0.020683919,0.018616839,0.01652106,0.014433347,0.012407383,0.010498161,0.008753925,0.007211894,0.005895294,0.004822245,0.003992804,0.003369014,0.002910874,0.002588611,0.002368733,0.002223223,0.002126598
Mali,0.142135297,0.139379604,0.136659002,0.133931988,0.131174486,0.128369737,0.125524946,0.12267458,0.119853273,0.117077628,0.114370419,0.111754565,0.109233005,0.106803711,0.104457667,0.102177488,0.099937506,0.097714126,0.095485329,0.093243149,0.090984407,0.088710611,0.086438622
Malta,0.002563826,0.002532352,0.002500464,0.002469536,0.002439593,0.002408911,0.002380096,0.002349837,0.002321626,0.002292638,0.002264287,0.002236231,0.002209233,0.002181848,0.002155412,0.00212944,0.002102657,0.002076872,0.002049703,0.002023588,0.001995844,0.001968902,0.001941588
Marshall Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Martinique,0.003369647,0.003151603,0.002947718,0.002758776,0.00258211,0.002416163,0.002259306,0.002109666,0.001968682,0.001836732,0.001715303,0.001609872,0.001522684,0.001452889,0.001400077,0.001360732,0.001329275,0.001300005,0.001269234,0.001235403,0.001197025,0.001154539,0.001111203
Mauritania,0.048465233,0.047518348,0.046735003,0.046076205,0.045512079,0.045016441,0.044575368,0.044186151,0.043838867,0.043517348,0.043206397,0.0429015,0.042599587,0.04229926,0.041988814,0.041656799,0.041294636,0.04090032,0.040474911,0.040019931,0.039537861,0.039037514,0.038526257
Mauritius,0.003221811,0.00302557,0.002827463,0.002633611,0.002448966,0.002292181,0.002189016,0.002151667,0.00218143,0.002269115,0.002388177,0.002505846,0.002589678,0.002617817,0.002582065,0.002488739,0.002350909,0.002197988,0.002053364,0.00192582,0.00182055,0.001735236,0.001660976
Mayotte,0.003701094,0.003415844,0.00315396,0.002912095,0.002689227,0.002482104,0.002291752,0.002115504,0.001953242,0.001803849,0.001665408,0.001537614,0.001419291,0.0013103,0.001210123,0.001117906,0.001030892,0.00095156,0.000877928,0.000810166,0.00074832,0.000691283,0.000639269
Mexico,0.008440303,0.008073288,0.007660559,0.00722913,0.006787422,0.006351265,0.005938391,0.005561473,0.005231383,0.004952175,0.004723565,0.004541473,0.004391961,0.004262248,0.004143648,0.004030461,0.003917708,0.003805203,0.003693147,0.003579705,0.003464191,0.003349905,0.003237679
Micronesia,0.012536556,0.012307702,0.012081512,0.011857045,0.011634656,0.011417371,0.011207472,0.011005508,0.010810435,0.010618832,0.010424258,0.01021924,0.009998009,0.009758865,0.009504397,0.009239021,0.008973452,0.008714082,0.008470327,0.008246016,0.008040607,0.007853664,0.00767937
Moldova,0.005674251,0.005693907,0.005768725,0.005863775,0.005957846,0.006018273,0.006018572,0.005946642,0.005802173,0.005588366,0.00531942,0.005018791,0.004717496,0.004441888,0.004204263,0.004011819,0.003863314,0.003745666,0.003646344,0.003560888,0.003485867,0.003416433,0.003351162
Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,0.037126365,0.032720477,0.028731404,0.025353865,0.022657643,0.020583395,0.018951917,0.017496238,0.016019517,0.014469973,0.012866899,0.011298156,0.009892917,0.008744188,0.007863863,0.007241881,0.006837497,0.00657521,0.006383425,0.006223541,0.006067352,0.005902256,0.005737429
Montenegro,0.00258969,0.002528844,0.002478603,0.002436775,0.002397106,0.002347473,0.002272167,0.002163721,0.002018481,0.001842888,0.001647647,0.001449476,0.001267116,0.001113659,0.000997062,0.000918823,0.000874554,0.000852934,0.000843482,0.000838975,0.00083785,0.00083702,0.00083615
Montserrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,0.019603406,0.018020198,0.016621882,0.015393631,0.014319189,0.01338533,0.012579566,0.011883077,0.011273921,0.010731444,0.010233265,0.009765472,0.009323608,0.008903625,0.008495762,0.008100703,0.007720481,0.007364834,0.007039124,0.006740472,0.006466031,0.006211409,0.005971038
Mozambique,0.112547369,0.110472237,0.107680083,0.104218528,0.10017182,0.095668633,0.09087711,0.086015713,0.081287335,0.076834039,0.072780602,0.069190438,0.066012956,0.06318525,0.060684904,0.058459721,0.056442135,0.054549155,0.052709016,0.050883001,0.049054491,0.047234741,0.045460226
Myanmar,0.032914215,0.031824117,0.030760256,0.029723611,0.028712918,0.027728045,0.026767158,0.025828706,0.02491464,0.024023487,0.023155153,0.022308453,0.021484516,0.020687626,0.019921483,0.019193355,0.018514216,0.017884974,0.017308397,0.016780868,0.016296553,0.015846039,0.015419729
Namibia,0.023610773,0.022643279,0.021745559,0.020928793,0.02020365,0.019613009,0.019203626,0.018976625,0.018902235,0.018929342,0.01896187,0.018884456,0.018612281,0.018096125,0.017326244,0.016327963,0.015164844,0.01394136,0.012752244,0.011648617,0.010669371,0.009832369,0.009114531
Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,0.044932071,0.042191819,0.039579046,0.037093099,0.034737761,0.032514505,0.03041923,0.028439305,0.02656379,0.024784402,0.023093981,0.021486883,0.019957182,0.018505716,0.017127786,0.015825445,0.0146035,0.013465038,0.01241105,0.011440082,0.010550136,0.009737896,0.008998109
Netherlands,0.001538999,0.001487706,0.001437103,0.001385647,0.001333856,0.001283742,0.001236904,0.001193713,0.001154501,0.001119144,0.001085451,0.0010528,0.001017758,0.00098157,0.000942164,0.000902106,0.000863046,0.000826804,0.000795885,0.000769627,0.000748332,0.000731546,0.000716904
Netherlands Antilles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Caledonia,0.00544988,0.005156902,0.004888084,0.004639404,0.004409697,0.004195605,0.003995474,0.003810111,0.003638988,0.003479314,0.003329058,0.0031901,0.003060089,0.002938315,0.002825217,0.002719199,0.002620656,0.002529798,0.002444747,0.002365695,0.002290474,0.002219662,0.002151914
New Zealand,0.002053192,0.001962148,0.001874077,0.001792303,0.001719665,0.001655015,0.001600153,0.001551867,0.001506916,0.001466376,0.001429667,0.00139434,0.001362188,0.001331202,0.001303336,0.001276222,0.001252979,0.001231941,0.001212776,0.001196923,0.001181254,0.001165733,0.001149693
Nicaragua,0.019932349,0.017672115,0.015756133,0.01419147,0.012961159,0.011997835,0.011204334,0.010468414,0.009710551,0.008899303,0.00804583,0.007194822,0.006420569,0.005776838,0.005269668,0.004894239,0.004627642,0.004429158,0.004258749,0.00410029,0.003938901,0.003771895,0.003606449
Niger,0.201377848,0.196703741,0.191296164,0.185387205,0.179108435,0.172534518,0.165688413,0.158598052,0.151329933,0.143993912,0.136680544,0.129460409,0.122410843,0.115633298,0.109239962,0.103368952,0.098129905,0.093521953,0.089501755,0.086023242,0.082990327,0.080276474,0.077734154
Nigeria,0.10003609,0.100170685,0.100078816,0.099704517,0.098974978,0.097806834,0.096138284,0.093987834,0.091401138,0.088421305,0.085081494,0.081415757,0.077524605,0.073534166,0.06957389,0.065799816,0.062354121,0.059298588,0.056662071,0.054460357,0.052660039,0.051183173,0.049899474
Niue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norfolk Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Korea,0.010502006,0.012290412,0.014441616,0.016775119,0.019082827,0.020985233,0.022062272,0.022111732,0.021095629,0.019114835,0.016471256,0.013602006,0.010963351,0.008888482,0.007505051,0.006813687,0.006674194,0.006782731,0.006891808,0.006912581,0.006794611,0.006543314,0.006234668
Northern Mariana Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,0.001531414,0.001480091,0.001434297,0.001386233,0.001336064,0.001282301,0.001229996,0.001181681,0.00114076,0.001105345,0.001073356,0.001039618,0.001000405,0.000954665,0.000901973,0.000845951,0.000788586,0.000735894,0.000689962,0.00065351,0.000626939,0.000607467,0.000593691
Oman,0.012132136,0.010970453,0.009916912,0.008954041,0.008065283,0.007243787,0.006489987,0.005810884,0.005207886,0.004674988,0.004205163,0.003790475,0.003424972,0.003101214,0.00281276,0.002557142,0.002334965,0.002146929,0.001991535,0.001865062,0.0017637,0.001680616,0.001615227
Pakistan,0.034485034,0.032897414,0.031375141,0.029918879,0.028517482,0.027127024,0.025681081,0.024128582,0.022446308,0.020641994,0.018736224,0.016763967,0.014800654,0.012919752,0.011181039,0.009657468,0.008408163,0.007438242,0.006735112,0.006283445,0.006043342,0.005962136,0.005967728
Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,0.007444305,0.007220543,0.007018921,0.006837285,0.006669941,0.006511094,0.006353993,0.006197243,0.006037647,0.005873286,0.005705236,0.005534471,0.005365256,0.005201282,0.005043035,0.004892028,0.004748642,0.004611012,0.004477946,0.004351301,0.004228869,0.004112021,0.004000727
Papua New Guinea,0.028825963,0.028009617,0.027159645,0.026346875,0.025589501,0.024893553,0.024248243,0.023622653,0.022995318,0.02235641,0.021695115,0.021001259,0.020281333,0.019547785,0.018815009,0.018109106,0.017459498,0.016884383,0.016396083,0.015996094,0.015674927,0.015416522,0.015193625
Paraguay,0.013582193,0.013073203,0.012554743,0.012040247,0.011532157,0.011028883,0.010516923,0.009991588,0.009455587,0.008920147,0.008406136,0.007940729,0.007541046,0.007220598,0.006979882,0.006813781,0.006710398,0.00664624,0.006596619,0.006552298,0.006501543,0.00644094,0.006374539
Peru,0.026074807,0.024831957,0.023656757,0.022536914,0.021460993,0.020412256,0.019371807,0.018339087,0.017323208,0.016335062,0.015404559,0.014571268,0.013858698,0.013274913,0.012811672,0.012446092,0.0121414,0.011854911,0.011548688,0.011206071,0.010815588,0.01038175,0.009925444
Philippines,0.013006856,0.012578578,0.012223399,0.011891599,0.011562129,0.011219174,0.010862982,0.01050897,0.010166306,0.009834493,0.009513514,0.00920054,0.008897408,0.008602756,0.008317869,0.00804661,0.007791568,0.007553781,0.00733593,0.007135158,0.00694985,0.006778375,0.006614913
Pitcairn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,0.002265109,0.002185733,0.002097735,0.00200398,0.001904949,0.001802421,0.001698322,0.00159624,0.001497458,0.001406199,0.00132281,0.001248465,0.001182649,0.001123547,0.001072137,0.001027002,0.000988553,0.000955057,0.00092568,0.000899164,0.000874901,0.000852721,0.000834262
Portugal,0.003254623,0.003071463,0.002887386,0.002711026,0.00254431,0.002387388,0.0022428,0.002105004,0.001973991,0.001848357,0.001725149,0.001602324,0.001480954,0.001361593,0.001244333,0.001133918,0.00103493,0.000949546,0.000879432,0.000825518,0.000785694,0.000756926,0.000734541
Puerto Rico,0.00223073,0.002183906,0.002148826,0.002123346,0.002107218,0.00209147,0.002067165,0.002030883,0.001981133,0.001920535,0.00186103,0.001817649,0.001801853,0.001816986,0.001860201,0.001921286,0.001983817,0.002030924,0.002051599,0.002039618,0.001998155,0.001934816,0.001861723
Qatar,0.004520169,0.004202994,0.00391744,0.003659742,0.003427034,0.003215491,0.003022149,0.002845879,0.002683708,0.002533341,0.002393232,0.002263104,0.002141527,0.002030979,0.001930539,0.001838546,0.00175791,0.001687405,0.001626095,0.001574141,0.001529419,0.001489357,0.001454542
Reunion,0.003701094,0.003415844,0.00315396,0.002912095,0.002689227,0.002482104,0.002291752,0.002115504,0.001953242,0.001803849,0.001665408,0.001537614,0.001419291,0.0013103,0.001210123,0.001117906,0.001030892,0.00095156,0.000877928,0.000810166,0.00074832,0.000691283,0.000639269
Romania,0.00711558,0.006671359,0.006204405,0.00576073,0.005362697,0.005017527,0.004722631,0.004453308,0.004195056,0.003942666,0.003695234,0.003451539,0.003217863,0.002996072,0.002789894,0.002603463,0.002443809,0.002310583,0.002205165,0.002124676,0.002064809,0.002021606,0.001987508
Russia,0.004390172,0.004313444,0.004266416,0.004238713,0.004224873,0.004215449,0.004198418,0.004167808,0.004114445,0.004035733,0.003924048,0.003777415,0.003603114,0.003409387,0.003205546,0.003002284,0.00281496,0.00264971,0.002513901,0.00240943,0.002337543,0.002292412,0.002263043
Rwanda,0.172056229,0.198058128,0.213785667,0.214885157,0.201035028,0.17609363,0.14631245,0.118203048,0.095541081,0.079059548,0.068404284,0.062231128,0.058074154,0.05411898,0.049915152,0.045344609,0.040637957,0.036333316,0.032791211,0.030009293,0.027916287,0.026369371,0.025146815
Saint Helena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,0.007727967,0.007445995,0.007166746,0.006896982,0.006639938,0.006398843,0.00617571,0.005969609,0.005778862,0.005601789,0.005433867,0.005270107,0.005106825,0.00494267,0.004779109,0.004617097,0.00446288,0.004320423,0.004195174,0.004083891,0.003987643,0.003900311,0.00381848
Saint Pierre and Miquelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,0.006237157,0.006069167,0.005933904,0.005824828,0.005739351,0.005680158,0.005647251,0.00563831,0.005643075,0.005655255,0.005662785,0.005650908,0.005613236,0.005545877,0.005450187,0.005330204,0.005197395,0.005063211,0.004938857,0.004828452,0.004733919,0.004654708,0.004584126
Samoa,0.011221247,0.010525615,0.009866806,0.009251429,0.008679819,0.008157095,0.007682444,0.007254418,0.006868167,0.006520688,0.006205093,0.005919974,0.005659812,0.005419554,0.005194701,0.00498494,0.004787648,0.004605713,0.004438225,0.004283285,0.004139978,0.004005166,0.003878321
San Marino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,0.032915266,0.032405067,0.031905403,0.031411647,0.030922672,0.030448628,0.029997845,0.029570525,0.029153908,0.028732576,0.028268511,0.027714372,0.027049475,0.026272783,0.025402185,0.02447788,0.023557594,0.022697228,0.021938453,0.021299172,0.020779788,0.020361372,0.020000423
Saudi Arabia,0.010793853,0.009814933,0.008928778,0.008125254,0.007389544,0.006708539,0.006073517,0.005480485,0.004925908,0.004403038,0.003909671,0.003445546,0.003013736,0.002619293,0.002264805,0.001956736,0.001700925,0.001498784,0.001347422,0.001242708,0.00117486,0.001134307,0.001109702
Senegal,0.073560688,0.072391719,0.072226607,0.072805831,0.073841394,0.074914636,0.075580898,0.075503562,0.074439214,0.072260541,0.068876012,0.064319584,0.058947496,0.053163998,0.047280402,0.041695867,0.036790001,0.032747834,0.029668352,0.027591472,0.026434297,0.025991115,0.025920447
Serbia,0.003368876,0.003265524,0.003168801,0.003075448,0.002986838,0.00290502,0.002834291,0.002779124,0.002739269,0.00271194,0.002691677,0.002671088,0.002643757,0.00260496,0.002552829,0.002489771,0.002418153,0.00234512,0.002275117,0.002210543,0.002152932,0.002102469,0.002057413
Seychelles,0.003994134,0.003964822,0.003930604,0.003881095,0.003808304,0.00371059,0.003592463,0.003463301,0.003333968,0.003210021,0.003095106,0.002993734,0.002905219,0.002827364,0.002758567,0.00269645,0.002634658,0.002570539,0.002499757,0.002421169,0.002336072,0.002245776,0.00215414
Sierra Leone,0.12807043,0.13017559,0.131245329,0.131044153,0.129515227,0.126816259,0.123300308,0.119482542,0.115771125,0.112333247,0.109183653,0.106198765,0.103166828,0.099969665,0.096651379,0.093335378,0.090187146,0.087359955,0.084954629,0.082990852,0.081438854,0.080215382,0.079172168
Singapore,0.001340168,0.001274842,0.001233305,0.001210064,0.001201442,0.001197726,0.001189387,0.001169503,0.001133537,0.001081226,0.001013728,0.000937053,0.00085941,0.000787934,0.000725796,0.000674998,0.000635456,0.00060266,0.0005743,0.000548302,0.000525366,0.000504131,0.000485235
Slovakia,0.002133952,0.002069677,0.002011722,0.001963769,0.001925936,0.001896175,0.001872949,0.001851088,0.001827043,0.001797189,0.001762397,0.001721311,0.001674262,0.001624847,0.001572063,0.001519367,0.001466774,0.001417619,0.001370354,0.001328805,0.001291136,0.001259485,0.001230835
Slovenia,0.001711514,0.001620292,0.001532602,0.001448207,0.00136874,0.001292606,0.001220538,0.001151101,0.001083459,0.001020529,0.000960542,0.000907692,0.000862497,0.000823727,0.000791767,0.000766292,0.000743934,0.000724719,0.000705033,0.000685579,0.000666307,0.000646172,0.000626935
Solomon Islands,0.039273704,0.03761618,0.035667619,0.033664871,0.031714499,0.029858495,0.028080548,0.026307284,0.024501599,0.022690782,0.020914375,0.019216997,0.017637156,0.016206187,0.014944101,0.013861642,0.012959188,0.012206416,0.011571106,0.011031408,0.010564714,0.010150437,0.009773866
Somalia,0.104487207,0.104876634,0.10407149,0.101871936,0.098334812,0.093787389,0.088760473,0.083892591,0.079660078,0.076254876,0.073715862,0.071906974,0.070481197,0.069154969,0.067830681,0.066452566,0.065015526,0.063581717,0.062190827,0.060833457,0.059494482,0.058160566,0.056824597
South Africa,0.015826644,0.015417296,0.015176552,0.015106673,0.015207833,0.015485037,0.015947485,0.016566857,0.017299275,0.018094144,0.018910226,0.019713536,0.02045934,0.021088407,0.021535229,0.021700227,0.021487768,0.020887212,0.019931488,0.01867447,0.01721505,0.015675523,0.014186008
South Korea,0.003875368,0.003553078,0.003268352,0.00300818,0.002766602,0.002540888,0.002332019,0.002141508,0.001971493,0.001823362,0.001695133,0.001589799,0.001506744,0.001440736,0.001389036,0.001346495,0.001304543,0.001260186,0.001210256,0.001152075,0.00108694,0.001017778,0.000949696
